company_id,company,industry,confidence,reason,postings,example_titles,example_roles,example_queries
790,PwC,Consulting / Professional Services,high,Deals and strategy consulting.,2,Deals TMT Commercial Strategy Analytics Manager,Analytics Manager,analytics manager
791,"Pyramid Consulting, Inc",Technology,high,Data analytics and IT roles.,4,Data Analyst; Datacentre Operations analyst; Product Analyst; Lead Business Analyst,Data Analyst; Operations Analyst; Product Analyst,data analyst; operations analyst; product analyst
792,"Pyramid Consulting, Inc.",Technology,high,Data analysis and IT consulting.,8,Data Analyst; Data Scientist; Business Analyst; Datacentre Operations analyst,Data Analyst; Data Scientist; Business Analyst; Operations Analyst,data analyst; data scientist; business analyst; operations analyst
793,"QED Systems, LLC",Government / Public Sector,high,Supports federal operations.,1,Operations Analyst with Security Clearance,Operations Analyst,operations analyst
794,QTech US Inc,Technology,high,Data engineering in telecommunications.,1,Python Data Engineer,Data Engineer,data engineer
795,Quadel Consulting & Training,Consulting / Professional Services,medium,Reporting analyst in consulting.,2,Reports Analyst,Reporting Analyst,reporting analyst
796,Qualified Health,Healthcare,high,Product analyst in healthcare.,1,Product Analyst,Product Analyst,product analyst
797,Qualis1 Inc.,Technology,high,Data science in technology.,1,Lead Data scientist,Data Scientist,data scientist
798,"Quality Technology Services, LLC",Finance & Insurance,high,Financial reporting in finance.,4,Senior Revenue Reporting Analyst; Senior Financial Reporting Analyst,Reporting Analyst; Financial Analyst,reporting analyst
799,Quantum Search Partners,Other / Unknown,medium,Food manufacturing and distribution.,1,Business Intelligence ERP Analyst,Business Intelligence,business intelligence
800,Quincy Mutual Group,Finance & Insurance,medium,Product analysis in insurance.,1,Senior Product Analyst,Product Analyst,product analyst
801,R Systems,Technology,high,Data roles indicate a tech focus.,2,Data Analyst; Data Scientist,Data Analyst; Data Scientist,data analyst; data scientist
802,RADGOV INC,Technology,high,Business intelligence roles suggest a tech industry.,1,Business Intelligence Analyst,Business Intelligence,business intelligence
803,RENEWABLE POWER PARTNERS,Energy / Utilities,high,Focus on clean energy projects.,1,Business Development and Analytics Manager,Analytics Manager,analytics manager
804,ROCS Grad Staffing,Consulting / Professional Services,medium,Market research indicates consulting services.,1,Market Research Analyst,Market Research Analyst,market research analyst
805,RPM Living,Consulting / Professional Services,medium,Analytics in marketing suggests consulting.,1,Digital Analytics Manager,Analytics Manager,analytics manager
806,"RSC2, Inc.",Government / Public Sector,medium,Security clearance indicates government contracts.,1,Operations Analyst with Security Clearance,Operations Analyst,operations analyst
807,RTX Corporation,Technology,high,Engineering and analytics roles suggest tech.,2,Operations Data Analytics Manager; Engineering Statistics and Data Analytics Manager,Analytics Manager,analytics manager
808,Raas Infotek LLC,Finance & Insurance,high,P&C insurance focus indicates finance sector.,3,Business Analyst; Senior Data Engineer,Business Analyst; Data Engineer,business analyst; data engineer
809,Ralliant,Finance & Insurance,high,Financial analyst role indicates finance industry.,1,Financial Analyst,Financial Analyst,financial analyst
810,Randstad Digital,Healthcare,high,Healthcare client focus suggests healthcare industry.,10,data analyst; Data Analyst; Sr Data Analyst; Data Scientist,Data Analyst; Data Scientist; Data Engineer; Operations Analyst,data analyst; data scientist; data engineer; operations analyst
811,Ravh IT Solutions,Consulting / Professional Services,medium,Business analyst role indicates consulting.,1,Business Analyst,Business Analyst,business analyst
812,Raymond James,Consulting / Professional Services,high,Market research role suggests consulting services.,1,Data Driven Insights Analyst,Market Research Analyst,market research analyst
813,"Raymond James Financial, Inc.",Consulting / Professional Services,high,Market research and analytics indicate consulting.,2,Data Driven Insights Analyst; Technology Risk Analyst,Market Research Analyst; Other Data/Analytics Role,market research analyst; database analyst
814,"Rayomind Software Solutions LLC, DBA, Hire'in Solutions",Technology,high,Data science roles indicate a tech focus.,1,Senior Data Scientist,Data Scientist,data scientist
815,Raytheon,Technology,high,Engineering roles suggest a tech industry.,1,Sustainment Data Analyst,Data Analyst,data analyst
816,Ready Foods Inc.,Manufacturing,medium,Data engineering in manufacturing context.,1,Data Engineer,Data Engineer,data engineer
817,Recruit Professional Services,Technology,high,Data engineering roles indicate a tech focus.,2,Data Engineer; Databricks Data Engineer,Data Engineer,data engineer
818,RedSeal,Consulting / Professional Services,medium,Marketing analytics suggests consulting services.,1,Senior Technical Product Marketing Manager,Other Data/Analytics Role,market research analyst
819,Redhorse Corporation,Technology,high,Data science roles indicate a tech focus.,3,Data Scientist; Senior Data Scientist; Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
820,Redo,Retail / E-commerce,high,E-commerce focus indicates retail industry.,1,Product Analyst,Product Analyst,product analyst
821,Redolent,Technology,high,Analytics roles suggest a tech industry.,3,Analytics Manager,Analytics Manager,analytics manager
822,Reed Smith LLP,Consulting / Professional Services,medium,Operations analyst role indicates consulting.,1,Alumni Relations Operations Analyst,Operations Analyst,operations analyst
823,Regional Finance,Finance & Insurance,medium,Reporting analyst role suggests finance sector.,1,Collections Reporting Analyst,Reporting Analyst,reporting analyst
824,Regions Bank,Finance & Insurance,high,Risk reporting indicates finance industry.,1,Risk Credit Reporting Analyst,Reporting Analyst,reporting analyst
825,Renaps,Technology,high,Database roles indicate a tech focus.,2,Intermediate Oracle DBA; Senior Oracle DBA,Database Role,database analyst
826,Renesas,Consulting / Professional Services,medium,Marketing analytics suggests consulting services.,1,Marketing Data Analytics Manager,Analytics Manager,analytics manager
827,Renesas Electronics,Consulting / Professional Services,medium,Marketing analytics suggests consulting services.,1,Marketing Data Analytics Manager,Analytics Manager,analytics manager
828,"Reputation Institute, Inc.",Technology,high,Data science roles indicate a tech focus.,1,Senior Data Scientist,Data Scientist,data scientist
829,"Request Technology, LLC",Technology,high,Business intelligence roles indicate a tech focus.,2,Senior Business Intelligence Engineer; Data Engineer,Business Intelligence; Data Engineer,business intelligence; data engineer
830,Reser's,Retail / E-commerce,high,Marketing analytics in retail context.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
831,Resident Interface,Technology,high,Analytics roles indicate a tech focus.,1,Data Insights & Analytics Manager,Analytics Manager,analytics manager
832,Resideo,Other / Unknown,low,Investor relations role is ambiguous.,3,Senior Director of Investor Relations,Other Data/Analytics Role,market research analyst
833,"Resolution Technologies, Inc.",Technology,high,Data analyst role indicates a tech focus.,1,Data Analyst,Data Analyst,data analyst
834,Resource 1,Technology,high,Data engineering roles indicate a tech focus.,1,Data Engineer,Data Engineer,data engineer
835,Reveille Technologies,Technology,high,Data science roles indicate a tech focus.,1,Data Scientist,Data Scientist,data scientist
836,Revel IT,Technology,high,Business intelligence roles indicate a tech focus.,1,Senior Business Intelligence Developer,Business Intelligence,business intelligence
837,Rialtic,Healthcare,medium,Claims analytics suggests healthcare industry.,1,Claims Analytics Manager,Analytics Manager,analytics manager
838,Rivago infotech inc,Healthcare,high,Healthcare experience indicates healthcare industry.,1,Data Analyst,Data Analyst,data analyst
839,Rividium,Technology,high,Data architecture roles indicate a tech focus.,1,Data Architect,Other Data/Analytics Role,database analyst
840,"Rividium, Inc",Technology,high,Data architecture roles indicate a tech focus.,1,Data Architect with Security Clearance,Other Data/Analytics Role,database analyst
841,Robert Half,Consulting / Professional Services,medium,Diverse roles suggest consulting services.,64,Data Analyst; Data Scientist; Business Analyst; Business Intelligence Analyst,Data Analyst; Data Scientist; Business Analyst; Business Intelligence,data analyst; data scientist; business analyst; business intelligence
842,Rogers Corporation,Finance & Insurance,high,Financial analyst role indicates finance industry.,1,Financial Analyst,Financial Analyst,financial analyst
843,Rose IT Corp.,Technology,high,Data roles indicate a tech focus.,2,Jr Data Analyst; AI Data Scientist,Data Analyst; Data Scientist,data analyst; data scientist
844,Ross,Retail / E-commerce,high,Retail focus indicates e-commerce industry.,2,"Reporting & Analytics Manager, Allocation; Financial Reporting Analyst",Analytics Manager; Financial Analyst,analytics manager; reporting analyst
845,Russell Tobin,Retail / E-commerce,high,E-commerce focus indicates retail industry.,3,Data Analyst; Financial Analyst,Data Analyst; Financial Analyst,data analyst; financial analyst
846,"Russell, Tobin & Associates",Healthcare,medium,Healthcare roles suggest healthcare industry.,7,Data Analyst III; Senior Data Analyst; Data Analyst 4; Business Analyst,Data Analyst; Business Analyst; Financial Analyst; Operations Analyst,data analyst; business analyst; financial analyst; operations analyst
847,RxBenefits,Healthcare,high,Pharmacy data analysis indicates healthcare industry.,16,Data Analyst; Financial Analyst,Data Analyst; Financial Analyst,data analyst; financial analyst
848,Ryman Hospitality Properties,Hospitality,medium,HR operations in hospitality context.,1,Human Resources Operations Analyst,Operations Analyst,operations analyst
849,S Linx LLC,Technology,high,Data engineering roles indicate a tech focus.,1,Data Engineer Data Platforms,Data Engineer,data engineer
850,S3 Connections LLC,Technology,high,Data engineering roles indicate a tech focus.,1,Snowflake Data Engineer,Data Engineer,data engineer
851,S3 Staffing USA,Finance & Insurance,high,Focus on financial analyst roles.,1,Sr. Financial Analyst,Financial Analyst,financial analyst
852,SAIC,Government / Public Sector,high,Works with government contracts and requires security clearance.,15,Data Analyst; Metrics Data Analyst; Facilities Data Analyst; Data Scientist,Database Role; Data Analyst; Operations Analyst; Data Scientist,data analyst; data scientist; data engineer; database analyst
853,SANS,Technology,high,Data science in cybersecurity sector.,1,Data Scientist/ Modeler,Data Scientist,data scientist
